day,month,year,Cleaned_Tweets,Retweets,Likes
28,5,2022,Long-term potential of Tesla is high,1498,20776
28,5,2022,"True, they must have a scapegoat",144,2467
28,5,2022,Giraffes are surreal,861,26543
28,5,2022,True,161,3545
28,5,2022,We are all individuals,580,7916
28,5,2022,"Seems like they would be pretty vulnerable to lions, given their yaw moment of intertia, but I guess theyâre really tall and hard to reach",265,5046
28,5,2022,Incentives matter,167,3517
28,5,2022,"Heâs fine, I guess. Does seem like heâs spending a lot of time in the hot tub these days.If he wants to get to orbit, less partying and more work would be advisable.",401,6396
29,5,2022,"If the Universe is headed for heat death, then it really is all about the journey",1357,17672
29,5,2022,"Thanks I switched back to chronological Twitter, so now I see you.",161,3595
29,5,2022,"I swear my responsibility to the highest good for consciousness, while always re-examining what the highest good is",439,5174
29,5,2022,"Well, Iâm happy I made people happy",353,5343
29,5,2022,And remember that happiness is a choice,20470,233150
29,5,2022,Perhaps I will one day,165,4030
29,5,2022,How about tomorrow afternoon,156,2959
29,5,2022,I dunno â thatâs kind of a scary idea,389,11353
29,5,2022,Tomorrow will be the first sunrise of the rest of ur life â make it what u want,44296,423908
29,5,2022,Spaceships that can take you to other planets and a sustainable energy Earth,696,10566
29,5,2022,Yes,159,3758
29,5,2022,"Human civilization, as measured by the first writing, only began 5000 years ago, so since those trilobites existed, you could have had all human history 100,000 times over again",243,3669
29,5,2022,"When thinking about deep time, what is more astounding is to think about how much time is ahead",8623,117427
29,5,2022,Weird,116,2121
29,5,2022,I suspect that this is because the âalgorithmâ is not exactly genius vs intentional deboosting by people,1206,23325
29,5,2022,"The âcriticsâ seek not to critique, but rather to virtue signal. They are out of touch with the people and so lose their credibility with the people.",3351,30609
29,5,2022,"Our video clips are usually shorter than 30 seconds, but the overall point made by James is accurate. Tesla is probably labeling more images per week than any other project ever done and our rate of labeling is increasing rapidly.",682,10115
29,5,2022,Con te â partirÃ²,5404,88159
29,5,2022,Ave Maria,2702,48726
29,5,2022,Ã cosÃ bello,471,12726
29,5,2022,"Few seem to realize that China is leading the world in renewable energy generation and electric vehicles. Whatever you may think of China, this is simply a fact.",4146,56556
30,5,2022,"The reason youâre not that funny is because youâre woke. Humor relies on an intuitive amp often awkward truth being recognized by the audience, but wokism is a lie, which is why nobody laughs.",2157,15540
30,5,2022,Tesla Plaid S cruising around Austin with volume at 11 is sublime,4104,92223
30,5,2022,Veridis Quo,4229,68209
30,5,2022,Tomorrow,134,2148
30,5,2022,"Mildly, so 6/10. Itâs a slow meme day.",88,1958
30,5,2022,"I would, but the coward blocked me ",167,3445
30,5,2022,Less funny than SNL on a bad day. This could make a drunk person sober. Try harder,295,6858
30,5,2022,I miss them,32211,505538
30,5,2022,"2029 feels like a pivotal year. Iâd be surprised if we donât have AGI by then. Hopefully, people on Mars too.",2073,32483
30,5,2022,"Well, if you make something that looks like a meme amp someone not me crops off your name, so it goes.Also, this is only a 6/10 meme, so maybe step down from that high horseThe selfless art of anonymous meme creators is something to be admired.",440,8045
30,5,2022,"Yeah, the public has no idea how much Tesla and SpaceX have been attacked/undermined, because we arenât unionized yet offer highest pay in industry and this administration would rather a company be dead than not unionized",1636,11009
30,5,2022,"I couldnât agree more There is such a thing as too much sentience for household appliances.Imagine giving advanced AI to a toilet with an implicit âmaximize â utility function, so it engages in deep societal manipulation just to get maximum  haha.",752,14454
30,5,2022,"I support free speech, but not any one candidate. In fact, I gave money to amp voted for Hillary amp then voted for Biden.However, given unprovoked attacks by leading Democrats against me amp a very cold shoulder to Tesla amp SpaceX, I intend to vote Republican in November.",3332,24444
30,5,2022,In remembrance of those who fell to preserve the light of freedom,34721,386715
30,5,2022,Sure,180,6708
30,5,2022,You can see almost everything from the public road,240,5720
30,5,2022,"Still early stages on that. Getting Starship reliably to orbit, then achieving full amp immediate reusability of both stages is by far top priority.",248,3638
31,5,2022,"My kids wrote better code when they were 12 than the nonsense script Jackson sent me. Like I said, if itâs so great, he should share it with the world and make everyoneâs experience with Twitter better. If he does, you will see what I mean.Jackson Palmer is a tool.",632,7259
31,5,2022,Checking,91,2053
31,5,2022,Yes,91,1995
31,5,2022,"Maybe if they do the opposite, Twitter will be a much better experience â just an idea",211,3188
31,5,2022,Yeah,130,2641
31,5,2022,"For AI and most things, Python. JavaScript for web stuff. For high performance or tight code, C/C, spiced up with some assembly.",526,4577
31,5,2022,Cybertruck body,1389,28451
31,5,2022,Completely useless pos more like it,213,3872
31,5,2022,Youâre humble bro. Billyâs sense of humor amp irreverence is a big part of why people love Dogecoin.,1220,11864
31,5,2022,10 years since SpaceXâs first mission to,5452,63692
31,5,2022,Good interview,253,7413
31,5,2022,"You falsely claimed ur lame snippet of Python gets rid of bots. Ok buddy, then share it with the world â",596,7844
31,5,2022,And Palmer always forgets to mention that he never wrote a single line of Dogecoin code â,327,3571
31,5,2022,Whatâs going on,571,5044
31,5,2022,"Tesla doesnât advertise, the others do. They are â hesitant to bite the hand that feeds them.",1082,17941
31,5,2022,Interesting,138,3089
31,5,2022,Very strange indeed,398,6766
31,5,2022,It might be,161,3287
31,5,2022,Our computer is made of meat,584,10867
31,5,2022,Literally â,44184,467257
31,5,2022,Iâm just talking about the mid-term elections in November. Not sure that there is a third party candidate.Itâs rather hard to support a party when prominent members of that party keep attacking me and sidelining Tesla amp SpaceX,417,5725
31,5,2022,True. Tesla was attacked by Romney in 2 of 3 presidential debates. Those lines were fed to him by a particular individual in the oil amp gas industry.The Dems turned negative over the past 12 months. At least part of it is Mackenzieâs donation to PACs posing as charities.,454,4581
31,5,2022,I would be shocked if Iâm not being spied on haha. My only ask is that anyone spying on me please not affect call quality too much or I canât hear whatâs being said,1429,22319
31,5,2022,"Yeah, although I hesitate to admit that, because there are a lot of people that foam at the mouth if you even mention his name",389,5572
31,5,2022,"I support you, Bob Some bots are good.",203,3612
31,5,2022,Yup,116,2881
31,5,2022,Feels like a Looney Tunes episode,211,3686
31,5,2022,"Yes. Itâs safe to say that Mackenzie ahem Scott is not exactly a big fan of her ex-husband. Unfortunately, a lot of others are getting caught in the crossfire.",147,2446
31,5,2022,"Yeah, maybe a smidge higher â",626,19343
31,5,2022,The Democrat vs Republican tribalism among otherwise intelligent people is most distressing.Demonizing everyone who would vote for an alternate party is not constructive.,737,7180
1,6,2022,I will donate to centrist candidates in both parties,547,9819
1,6,2022,As I said in 2018 â,224,5520
1,6,2022,"We are trying to accelerate sustainable energy, so what matters is how much someone can contribute to that goal. Personal choices are your own and are respected.",4187,67607
1,6,2022,Tesla scores 100/100 for 7th year in a row for LGBTQ equality,4795,64195
1,6,2022,Is this a reference to open primaries I think those are a good idea. I am in favor of anything that would result in more centrist candidates being elected,1103,24973
1,6,2022,The amazing part will be having an orbital rocket that is fully amp rapidly reusable with any payload at allEveryone else gave up when they realized that their fully reusable payloadlt0.We still have a long way to go.,345,5120
1,6,2022,"The specs on Wikipedia arenât quite right, but close enough.Thrust, liftoff mass, length amp payload will grow over time.",466,10096
1,6,2022,"Yes, unless we encounter unexpected issues. 10.12.2 seems solid so far, but, as always, please be extremely vigilant.",138,2550
1,6,2022,They should pretend to work somewhere else,1415,15901
1,6,2022,I have yet to see an ESG list that isnât fraudulent,1580,22328
1,6,2022,Just one at a time at first,680,17746
1,6,2022,Only a few weeks away. All Raptor 2 engines needed for first orbital flight are complete amp being installed.,945,13854
2,6,2022,Cryogenic proof test passed,1105,26556
2,6,2022,"Everyone eats same food, uses same restrooms, etc â no executive chef or other ivory tower stuff. There shouldnât be this workers vs management two-class system. Everyone is a worker.",2011,19205
2,6,2022,"Transformers are replacing C heuristics for post-processing of the vision NNâs âgiant bag of pointsâ.Side note: I hate the bloated mess that is modern C, but love simple C, as you know what it will compile to in terms of actual CPU operations.",414,5984
2,6,2022,The above set of tweets illustrate why recessions serve a vital economic cleansing function,469,6529
2,6,2022,"I never wanted to be CEO â just wanted to work on product/technology. Bill Harris sounded like he would be a great CEO, given his Intuit experience, but he was not.Running companies hurts my heart, but I donât see any other way to bring technology amp design to fruition.",763,9844
2,6,2022,Yeah,79,2050
2,6,2022,Similar thing happened to X/PayPal in March 2000,70,1331
2,6,2022,"Weâre using more GPTs, as they now run natively on Tesla TRIP chip vs needing to round trip to iGPU",553,15057
3,6,2022,Good interview,606,14143
3,6,2022,Thanks Mr President,6588,87167
3,6,2022,That is its primary purpose,1341,31400
3,6,2022,"70 is currently the age when you receive maximum social security benefits. In other words, thatâs when the govt concludes that you canât hold a job",742,8634
3,6,2022,,2097,52032
3,6,2022,"Open primaries sound like a good way to move candidates to be more centrist.Term limits help with the gerontocracy problem, but, frankly, there should be a max age beyond which you canât run maybe 70, just like there are min ages for house, senate amp president.",1076,12669
3,6,2022,"Tesla AI Day pushed to Sept 30, as we may have an Optimus prototype working by then",8860,126828
3,6,2022,No,245,6313
3,6,2022,"Once again, Bob nails it.Yes, I am endorsing a political candidate because he is competent",158,4024
3,6,2022,"It is rare for me to endorse political candidates. My political leanings are moderate, so neither fully Republican nor Democrat, which I am confident is the case for most Americans.Executive competence is super underrated in politics â we should care about that a lot more",7675,98299
3,6,2022,Los Angeles is fortunate to have someone like Rick Caruso running for mayor. Heâs awesome.,7538,109913
3,6,2022,Tesla AI Day  will be epic,664,8895
3,6,2022,"Thanks, and also well done to you for advancing electric vehicles",257,6185
4,6,2022,Sigh,2221,59056
4,6,2022,Wow,149,3563
4,6,2022,Yeah,70,1793
4,6,2022,Some of these options should be on by default and explicitly asked of users from time to time,133,2107
4,6,2022,Interesting,850,19993
4,6,2022,"Fallout 3, NV amp 4 were great",1242,23801
4,6,2022,"They also usually have no sense of humor, apart from mocking the other side",200,2709
4,6,2022,"Often, when we announce something, we hear simultaneous criticism that itâs already been done, but also that itâs impossible ",1410,19983
4,6,2022,"Both the far left amp far right have a lot of hate. One could simply replace the word âfarâ with âloathingâ, as they have that emotion a lot, whereas most people, who are moderates, do not.",278,2932
4,6,2022,Quality commenters on /.,436,9817
4,6,2022,"My bro amp I had dinner at the El Camino Jack in the Box almost every night around late 95. Some people had died from food poisoning a few years earlier, so prices were low.",328,5788
4,6,2022,Getty watermark is the coup de grÃce,5634,98735
4,6,2022,Diabolical,21910,248356
4,6,2022,"The press always plays along with the class-action law firms, who are the real plaintiffs, not the puppets they find to masquerade as such. Why is this",329,4961
4,6,2022,Sigh,128,3210
4,6,2022,Wow,64,1519
4,6,2022,Johnny Rotten of The Sex Pistols,35291,210203
4,6,2022,That is quite the trend,346,6501
4,6,2022,Nice work by OpenAI. It is hard to do useful things.,560,12918
4,6,2022,True,115,3556
4,6,2022,Four Falcon Heavy flights later this year by an incredible team at SpaceX,3830,43910
4,6,2022,Same,257,7426
4,6,2022,Are you saying that this is a far left taunt,523,13101
4,6,2022,"Yes, car will navigate to a pin location, even if in a complex surface parking lot or hotel entrance.When in covered or underground parking lots, car will have to navigate using only inertial measurement, wheel movement amp vision, as GPS signal is no longer available.",275,4192
4,6,2022,"Remarkable, although, as noted, there are big differences between humans and mice. We can cure a mouse of almost any cancer, but most of those cures donât work with humans.",2146,29490
4,6,2022,We are close to the point where offering something for EU regulators to review makes sense,261,4045
4,6,2022,"Also, FSD Beta 10.12.2 now expanding to 100k cars. 10.13 smooths out intersection control, especially long lefts, and starts to handle roads with no map data at all. Last point is a big deal. Within a few months, FSD should be able to drive to a GPS point with zero map data.",2505,34438
4,6,2022,"Working on Tesla North American service. Goal is 2/3 of cars receive same-day service, no wait.",4897,83340
4,6,2022,Only thing more remarkable than DOJ not leaking the list is that no one in the media cares. Doesnât that seem odd,73935,438526
4,6,2022,"Total headcount will increase, but salaried should be fairly flat",902,16659
4,6,2022,"Sometimes I think my list of enemies is too short, so â",10164,170880
4,6,2022,Interesting,423,10838
4,6,2022,"Ah yes, Maxwell photobombing me at a  Oscars party â you should them why they invited her. The same people who push this photo say nothing about prominent people who actually went to his island a dozen times. Also very strange â",7191,72540
4,6,2022,BTS music videos are ,8278,39888
5,6,2022,This sounds promising,1087,32144
5,6,2022,We are a brain in a vat â the vat is our skull. All our senses and memories are electrical signals.,1676,23772
5,6,2022,"Some hate humanity, but I love humanity so much",31185,400396
5,6,2022,"Build 1000 Starships to transport life to Mars. Basically, very modern Noahâs Arks.",847,10451
5,6,2022,"Making life multiplanetary expands the scope amp scale of consciousness. It also enables us to backup the biosphere, protecting all life as we know it from a calamity on Earth.Humanity is lifeâs steward, as no other species can transport life to Mars. We canât let them down.",12021,126571
5,6,2022,Maybe we should make an actual Starship model that dispenses pez for our merch store,470,11494
5,6,2022,It should be possible,1276,30624
5,6,2022,That is why we must expand the scope amp scale of consciousness â so that we may learn the answers to these questions,4232,59872
5,6,2022,Accurate,834,18136
5,6,2022,"Not perfect, but should be better",114,2495
5,6,2022,10.13 will solve your left turn most of the time,336,7352
5,6,2022,Deck from SpaceX all-hands update talk I gave last week,6141,57647
6,6,2022,Romeo and Juliet,296,6188
6,6,2022,"What resolution is life in, 8k â SJM",7704,147849
6,6,2022,Correct,1729,39507
6,6,2022,"There are still some great journalists at WaPo, but the trend is super bad",848,11652
6,6,2022,"Most people still think China has a one-child policy. China had its lowest birthdate ever last year, despite having a three-child policyAt current birth rates, China will lose 40% of people every generationPopulation collapse.",6930,65902
6,6,2022,If chess was released as a video game,19593,285771
6,6,2022,"From Shakespeareâs The Tempest, but I much prefer it literally vs ironically",2559,47339
6,6,2022,The acid test for any two competing socioeconomic systems is which side needs to build a wall to keep people from escaping Thatâs the bad one,19114,172667
6,6,2022,"Realized what I have in common with environmentalists, but also why theyâre so annoyingly wrong: They are conservationists of what is, whereas they should be conservationists of our potential over time, our cosmic endowment.From a friend",6308,80813
6,6,2022,There are so many crazy rules like this that make it extremely difficult to build anything new in California,2346,36180
6,6,2022,"O wonderHow many goodly creatures are there hereHow beauteous mankind is O brave new world,That has such people int.",6011,83737
6,6,2022,Earth could sustain many times its current human population and the ecosystem would be fine. We definitely donât have âtoo many peopleâ.,8864,63729
6,6,2022,Such a dapper fellow,140,3156
7,6,2022,It will be our best product ever imo,3253,92106
7,6,2022,cgi irl,184,4475
7,6,2022,It looks like the future,446,8488
7,6,2022,YouTube seems to be nonstop scam ads,47117,635286
7,6,2022,"Yeah, exactly. Also, other companies are using the Tesla name for solar and Powerwall. Will put a stop to that.",919,26199
7,6,2022,True haha,222,5849
7,6,2022,I think I saw these in Elden Ring,1221,39752
8,6,2022,My diabolical plan is coming together,2925,56729
8,6,2022,"We will look into this amp adjust. In general, Iâd recommend against using recirc, as the range advantage is small.",222,4144
8,6,2022,Seems odd that anyone would mistake a talking wolf for their grandmother. What sort of octave range does that wolf have anyway,1816,38457
8,6,2022,"If little red riding hood was on psychedelics, this whole story makes a ton of sense",543,10175
9,6,2022,Glad theyâre ok,513,21636
9,6,2022,Only Twitter,2268,55535
9,6,2022,"If the average length of a tweet minus headers is 100 bytes of text, thatâs only 50GB. You could fit it on a USB stick.",2555,71364
9,6,2022,"Diet Coke is amazing, especially the soda fountain version at movie theaters with salt amp butter popcorn",3925,62450
9,6,2022,I donât even care if it lowers my life expectancy,425,8580
9,6,2022,Doctor Strange in the Multiverse of Madness,734,9288
9,6,2022,Thereâs something special about enjoying movies in a theater with total strangers. I hope that never goes away.,3467,24890
9,6,2022,I heard Top Gun 2 is good. Will check it out.,822,10063
10,6,2022,Play video games wherever you want,5223,66688
10,6,2022,Civilization will be mostly solar-powered in the future,5899,89267
10,6,2022,"Multiplayer gaming works pretty well with Starlink, eg League is no problem",190,3412
10,6,2022,"Psychedelics and MDMA can make a real difference to mental health, especially for extreme depression and PTSD. We should take this seriously.",1776,11800
10,6,2022,"Like Karate Kid, but bigger",1002,26909
10,6,2022,It should be possible to sue law firms for pursuing insane damages claims,1752,23130
10,6,2022,Starlink inter-satellite laser links should be operational by end of year. This will dramatically reduce global latency. Light travels 40% faster in vacuum/air than in fiber optic cables amp satellite path length is shorter cables follow coastlines.,462,6243
10,6,2022,Crazy damages claims like this are a big part of why car insurance costs so much,4181,73244
10,6,2022,Gasoline fights are so fun tho,342,4820
10,6,2022,Gas station lighting is brutal,742,21978
10,6,2022,So many times,240,6965
10,6,2022,Seems pricey,466,14926
10,6,2022,Real talk,15362,196471
10,6,2022,True,76,1816
10,6,2022,Noooo,108,2355
10,6,2022,ÐÑÐ¾ÑÑÐ ÑÐ¾Ð²ÐÑÐÑ,685,8493
10,6,2022,Weâre going deep on roundabouts Should get noticeably better with 10.13.,925,23348
10,6,2022,Two weeks,224,4200
11,6,2022,We are simultaneously being told that gender differences do not exist and that genders are so profoundly different that irreversible surgery is the only option.Perhaps someone wiser than me can explain this dichotomy.,16390,119649
11,6,2022,Good,537,14196
11,6,2022,Congratulations on your new book,358,6601
11,6,2022,Cool,1063,41591
11,6,2022,I think itâs kinda funny ,760,20818
11,6,2022,,302,6973
11,6,2022,It is a better world if we are all less judgy,1301,19842
11,6,2022,250 tons of force is achievable,792,17994
11,6,2022,Humor is one of the great joys of life,47081,464404
11,6,2022,Mars colonial transporter,1152,26178
11,6,2022,"33 Raptor rocket engines, each producing 230 metric tons of force",13554,186517
11,6,2022,web69 is ,1689,26002
11,6,2022,True,144,3205
11,6,2022,Exactly,429,12581
11,6,2022,"The Bay Area is already saturated with user terminals, which is why wait time for a terminal is long. Rush hour speeds will improve as more satellites reach operational orbits, with a giant improvement with V2 sats. Note, speeds outside of rush hour times should be very high.",208,3011
11,6,2022,Best outcome would be to route packets from Starlink user terminal to ground station on roof of server center. Then it doesnât even touch the regular Internet.,163,1984
11,6,2022,"Probability of injury, according to US government",1437,17777
11,6,2022,"Lister was ridiculed by the establishment, but he was right. We should question accepted wisdom and bow to the weight of evidence.",4163,47367
12,6,2022,True,199,6300
12,6,2022,True experts even read wiki citations,10610,126107
12,6,2022,Yeah,93,2461
12,6,2022,Yup,150,4598
12,6,2022,Words are beautiful,21708,279455
12,6,2022,It is,103,3439
12,6,2022,When Starlink comes along,1563,58178
12,6,2022,Exactly,618,24988
12,6,2022,Yes,622,20541
12,6,2022,Merlin is so simple compared to Raptor,432,10933
12,6,2022,Youâre pretty great,173,4558
12,6,2022,James,73,1615
12,6,2022,"My son, Saxon, suggested having a party for the whole world, a world party day",265,4818
12,6,2022,Wen humor,304,6553
12,6,2022,"Indeed, the rivalry is strong",267,6063
12,6,2022,Letâs try haha,152,4476
12,6,2022,Make Austin weirder,5808,103899
12,6,2022,Even if youâre being crucified,1812,47543
12,6,2022,Maybe a bug,212,4983
12,6,2022,"Weird, I wonder why this is happening",131,2322
13,6,2022,Good progress,577,15264
13,6,2022,Nice,563,24563
13,6,2022,Weâre working on accelerating RHD Model Y production. Didnât expect demand to be so high,501,6923
14,6,2022,You obviously havenât tried Tesla FSD,430,10214
14,6,2022,"If they cut their opex amp cogs dramatically, then they have a chance, but that hasnât happened yet",474,7924
14,6,2022,Yeah,534,12865
14,6,2022,Exactly,375,10821
14,6,2022,"This is highly unusual btw. Statistically, the richer someone is, the fewer kids they have.",3061,53553
14,6,2022,Reusability matters far more than size,822,16565
14,6,2022,We will have a second Starship stack ready to fly in August and then monthly thereafter,705,7468
14,6,2022,Starship will be ready to fly next month. I was in the high bay amp mega bay late last night reviewing progress.,1026,9579
14,6,2022,"Donât build moats, build tech trees",9874,135720
14,6,2022,The Tesla tech tree is insane,632,9661
14,6,2022,"For the first time ever, there is a rocket capable of establishing permanent bases on the moon and Mars",6897,83097
14,6,2022,Exactly,137,3132
14,6,2022,Yeah ,102,3225
14,6,2022,"I mean, Iâm doing my part haha",5391,162098
14,6,2022,2 weeks,108,2473
14,6,2022,Past two years have been a demographic disaster,4399,87169
14,6,2022,"In that case, you will really love 10.13",372,9031
14,6,2022,A platform cannot be considered inclusive or fair if it is biased against half the country,11055,59528
14,6,2022,Why,7752,86465
14,6,2022,"Iâm told that no ocelot has been seen in the Boca Chica area for 40 years. We have many motion-activated cameras around Starbase â thousands of clips of coyotes, dogs amp cats, but no ocelots.",293,5988
15,6,2022,What gave it away Haha,222,6912
15,6,2022,Yes,506,13051
15,6,2022,"Buyers of competing electric cars receive a 7500 tax credit, but Tesla does not",3534,39159
15,6,2022,"Yeah, itâs crazy. Model 3 has the most US content of any car made today.",666,10041
15,6,2022,In Sink was ,350,9852
15,6,2022,Original Top Gun is a great movie. Just rewatched. Looking forward to seeing the sequel.,12579,254558
15,6,2022,Correct,399,10122
15,6,2022,"Iâm dressing as a sink on Halloween, as they will have no choice but to let me in",10425,169016
15,6,2022,"So far, the entire history of human civilization is just a flash in the pan, but there is potential to last much longer",1209,20595
15,6,2022,Iâm thinking of creating a âSuper Moderate Super PACâ that supports candidates with centrist views from all parties,1081,13988
15,6,2022,"I supported Yang last time, but DeSantis has a better chance of winning",1159,15823
15,6,2022,tbd,187,6168
15,6,2022,I voted for Mayra Flores â first time I ever voted Republican. Massive red wave in 2022.,20282,161646
15,6,2022,True,2091,53701
15,6,2022,You can see the whole engine moving to steer,834,24776
15,6,2022,fr no cap,599,15022
15,6,2022,Starship SN24 in the High Bay,9968,154690
15,6,2022,Iâm driving an alpha version of FSD on highway and itâs not quite ready. Probably ready for wide release this summer.,252,3758
15,6,2022,Cryptonight,22070,272358
15,6,2022,Yup,313,7825
15,6,2022,Probably later this year,101,2125
15,6,2022,DeSantis,2220,19075
16,6,2022,So it goes,144,3049
16,6,2022,Good thread,371,9440
16,6,2022,True sigh,88,1831
16,6,2022,Exactly,1596,33884
16,6,2022,Exactly,1690,40658
16,6,2022,True,644,14997
16,6,2022,Interesting,3950,79781
16,6,2022,Haha,312,13417
16,6,2022,Wow,832,12087
16,6,2022,SpaceX team is making great progress at the Cape amp Starbase,376,7211
16,6,2022,"Awe no, Iâm busted",118,2309
16,6,2022,"Also, In Sink band should let in a tiny sink",94,1900
16,6,2022,Have kids,866,9232
16,6,2022,"At this point, I should just wear a monocle and a top hat haha",3569,106014
16,6,2022,Iâm the absolute best at humility,895,20722
16,6,2022,Ok then Iâm second,235,5634
16,6,2022,I love Fred Astaire,132,4229
16,6,2022,"Amazing flying scenes were to be expected, but the writing is good too",2068,59348
16,6,2022,The Austin airport needs to be upgraded as fast as possible,150,2376
16,6,2022,Better,183,4658
16,6,2022,Yup,455,13446
16,6,2022,"Itâs a bigger risk than AI, so Iâd put it at . If these trends continue, humanity will cease to exist.",1149,10389
16,6,2022,Haha ,335,10102
16,6,2022,Civilization sterilized,7671,84831
17,6,2022,Lame,173,3572
17,6,2022,Yeah,573,23243
17,6,2022,So much free advertising ,469,12243
17,6,2022,Hyundai is doing pretty well,1962,65153
17,6,2022,And rocket landings are now triple digits,3227,75500
17,6,2022,"Our best landing video to date, thanks to Starlink",11396,133747
17,6,2022,Exactly,471,12894
17,6,2022,Yeah,456,12298
17,6,2022,Ok,353,10110
17,6,2022,Good thread,377,8514
17,6,2022,Thatâs why Dragon has shields,2449,95726
17,6,2022,"There will probably be several launch countdowns before we pass all the abort triggers, but hopefully first countdown is next month",334,4181
17,6,2022,"Yes, but it is achievable",88,1532
17,6,2022,Yup,395,9015
17,6,2022,Accurate,236,3979
18,6,2022,More currency-like,513,6159
18,6,2022,"Yes, about 20% more thrust amp 20% less mass, but focus has been heavily on production rate amp reliability.Mass, thrust amp Isp will all improve, as will production rate, reliability amp cost.This is the only way to make life multi-planetary and extend consciousness into the void.",732,11267
18,6,2022,The super weird thing is that Falcon 9 is still the only orbital booster to land or refly after all these years,596,8803
18,6,2022,"The only thing keeping the other orbital rocket programs alive is government protection or theyâd be deader than a doornail and everyone knows it. But oh well â comme ci, comme Ãa.",591,7164
18,6,2022,This will encourage people to change it haha,1587,48696
18,6,2022,Iâm pretty sure that unique,1650,48586
18,6,2022,To answer the question: Why Twitter,2705,46470
18,6,2022,"Tesla and SpaceX merch, maybe more down the road",1137,18259
18,6,2022,"This is where the writers are,Of past,Present,And Future.",7323,90594
18,6,2022,Rock on,111,4067
18,6,2022,Weâre changing Starlinkâs default wifi name to Stinky,8301,151226
18,6,2022,Congratulations to Giga Berlin team on making over 1000 cars in a week,6212,105158
18,6,2022,But we should have humans too,118,2597
18,6,2022,Interesting,295,7923
18,6,2022,Is TikTok destroying civilization Some people think so.,33571,429726
18,6,2022,Hmm â,434,12670
18,6,2022,Or perhaps social media in general,8628,196157
18,6,2022,Feels like dÃjÃ  vu all over again haha,3400,48709
18,6,2022,"Watch the opening scene of Idiocracy. When I ask my friends why theyâre not yet having kids very few are, it sounds exactly like the movie.",9537,78862
18,6,2022,"It may as be a documentary, since itâs coming true",2869,47296
18,6,2022,"My son SJM wanted to know why we couldnât have 20,000 cats. Perhaps this will make him reconsider.",1421,46015
18,6,2022,Iâm a dirty rocket,302,5525
18,6,2022,"For a couple of months, but, yeah, that looks like the place. Does Mark still live there",247,5718
19,6,2022,I will keep supporting Dogecoin,36080,389101
19,6,2022, shadow crew ,5097,90323
19,6,2022,I feel swindled every time I drink one,656,20161
19,6,2022,Gwynne is the best,424,13613
19,6,2022,He did teach me a lot of engineering amp physics while growing up in an environment that was austere amp often bleak,559,12144
19,6,2022,I am,2774,40229
19,6,2022,"Eventually, everything runs out of time.",525,8262
19,6,2022,Happy Fatherâs Day,30715,436194
19,6,2022,"If you canât smell your wifi, how do you know itâs real",3366,62769
19,6,2022,Congrats to SpaceX Falcon team for executing 3 flawless launches in 2 days,4413,58039
19,6,2022,Good question,372,6419
19,6,2022,I love all my kids so much,6824,210612
20,6,2022,Artificial Insemination,393,10835
20,6,2022,AI gets better every day,14725,143856
20,6,2022,Some great suggestions in the comments,2335,39784
20,6,2022,But sometimes theyâre out of stock,1607,30386
20,6,2022,That was the largest wheel of cheese in the Beverly Hills Cheese Shop,204,6258
20,6,2022,The sheer variety of cheese is amazing,2485,50430
20,6,2022,"I love many cheeses, so hard to say that a particular one is best, but maybe Stilton",327,5027
20,6,2022,cgi irl,443,15138
20,6,2022,Trending to emptiness,1031,20017
20,6,2022,Super talented team at SpaceX,2209,64855
20,6,2022,Interesting,804,19309
20,6,2022,Maybe weâre in a computer,2896,46618
20,6,2022,What â is your favorite cheese,9741,185127
20,6,2022,Could be a contributor,282,6904
21,6,2022,The vote of confidence is much appreciated,1674,40406
21,6,2022,Twitter me amp real-life me are quite different haha,8244,144507
21,6,2022,Probably only a few months,232,4612
21,6,2022,Hardly anyone knows this,3324,67275
21,6,2022,"Their attempt to bait and switch satellite spectrum for cellular spectrum is super shady and unethical. If they are successful, it would hurt the least served and completely unserved of the world. Very messed up.",1398,12718
2,7,2022,Talulah designed that dress herself and much of my 40th birthday party. She is a party genius. ,261,7273
2,7,2022,Great work,790,21221
2,7,2022,My suit is tragic,166,4427
2,7,2022,Honored to meet  yesterday,18708,310777
2,7,2022,Feeling â perhaps â a little bored,20680,337138
2,7,2022,Wise words from SJM,14445,166980
2,7,2022,"Venice, a site of Great Remembrance",8691,243066
4,7,2022,Happy July 4th,16091,289550
4,7,2022,Elvis is just Elvish without an h,8833,163346
5,7,2022,I find the gold toe sock â inevitably off kilter amp washed out â a little troubling esthetically amp arguably a bit corpo,308,6335
5,7,2022,"Sock Con, the conference for socks",1456,30571
5,7,2022,Always something new for the magazine cover and the articles practically write themselves,1288,28424
5,7,2022,A veritable âsock aficionadoâ,2974,56477
5,7,2022,This guy gets it,119,3522
5,7,2022,Sock tech is so advanced that you can get pretty much anything in sock form these days,1219,23757
5,7,2022,Itâs time,1411,30140
5,7,2022,I must confess to a penchant for creative socks,4648,95024
5,7,2022,"While bleak posts maybe generate more clicks, more happier moments in history would be nice",2176,45828
5,7,2022,There is so much actual matrix math in AI The compute power is still overwhelmingly dot products,308,5038
5,7,2022,"Yeah, theyâre going way too far in squashing dissenting opinions",1017,10882
5,7,2022,"Iâm pro-nuclear, but chart is overly weighted towards it and significantly overstates the mining required for solar. Take it with a big grain of salt.",1112,21685
